id,timestamp_utc,session_id,mmsi,latitude,longitude,speed_knots,course_deg,heading_deg,nav_status,message_type,ship_type_code,ship_name,ship_category,hour
5750,2026-06-08 20:23:55.496171+00:00,20260608_195523,271044329,36.56366,27.618331666666663,8.2,112.2,110.0,0,PositionReport,70.0,KILIC,Cargo,20
5765,2026-06-08 20:23:59.457177+00:00,20260608_195523,538072206,36.76919333333333,28.127523333333333,0.0,360.0,162.0,0,PositionReport,,,Unknown,20
5773,2026-06-08 20:24:02.261555+00:00,20260608_195523,352003824,37.01481666666667,27.450261666666663,0.1,360.0,254.0,13,PositionReport,37.0,SEVEN,Pleasure Craft,20
5778,2026-06-08 20:24:04.323626+00:00,20260608_195523,477238600,36.23868333333333,27.155731666666668,14.0,312.8,314.0,0,PositionReport,79.0,SEAPOWER I,Cargo,20
5783,2026-06-08 20:24:06.646680+00:00,20260608_195523,271045885,37.01545166666666,27.43941833333333,0.0,308.0,511.0,1,PositionReport,67.0,ARIELA,Passenger,20
5784,2026-06-08 20:24:06.761211+00:00,20260608_195523,240563500,36.61420333333333,27.139346666666665,0.0,318.9,66.0,0,PositionReport,60.0,OLYMPIOS ERMIS,Passenger,20
5789,2026-06-08 20:24:07.492914+00:00,20260608_195523,271002446,37.02473666666666,27.438235,0.0,0.0,511.0,8,PositionReport,60.0,AKCAKOCA,Passenger,20
5794,2026-06-08 20:24:08.955335+00:00,20260608_195523,249010000,36.516196666666666,28.06190666666667,9.0,244.0,244.0,0,PositionReport,60.0,AROYA,Passenger,20
5804,2026-06-08 20:24:14.930727+00:00,20260608_195523,511100115,37.024438333333336,27.43767,0.0,58.6,241.0,0,PositionReport,60.0,SEA STAR RHODES,Passenger,20
5813,2026-06-08 20:24:18.604588+00:00,20260608_195523,271002451,36.84890166666666,28.28047666666667,0.0,269.8,511.0,5,PositionReport,60.0,KARTEPE,Passenger,20
5819,2026-06-08 20:24:19.488640+00:00,20260608_195523,249048000,36.87201,26.71065,18.4,3.4,2.0,0,PositionReport,,,Unknown,20
5852,2026-06-08 20:24:30.524989+00:00,20260608_195523,271052890,36.66500833333334,26.77699,13.4,163.0,162.0,0,PositionReport,70.0,MED BEYKOZ,Cargo,20
5865,2026-06-08 20:24:35.930313+00:00,20260608_195523,271052907,37.01215,27.437101666666667,0.0,360.0,511.0,1,PositionReport,36.0,MEIRA,Sailing Yacht,20
5866,2026-06-08 20:24:36.875604+00:00,20260608_195523,237176400,36.44525333333333,28.22919333333333,0.0,328.9,84.0,0,PositionReport,,,Unknown,20
5874,2026-06-08 20:24:38.064129+00:00,20260608_195523,1193046,37.03301166666667,27.42881833333333,0.0,0.0,511.0,7,PositionReport,50.0,NAUTICAST,Pilot,20
5886,2026-06-08 20:24:40.379335+00:00,20260608_195523,248548000,36.66382,28.04104,0.0,360.0,18.0,1,PositionReport,36.0,ROXANE,Sailing Yacht,20
5889,2026-06-08 20:24:41.381742+00:00,20260608_195523,518999195,36.81815166666667,28.311005,0.0,316.9,6.0,0,PositionReport,37.0,QUEST R,Pleasure Craft,20
5892,2026-06-08 20:24:41.806648+00:00,20260608_195523,319105300,36.705675,27.84272,10.5,90.7,89.0,0,PositionReport,37.0,MY ESCAPE,Pleasure Craft,20
5931,2026-06-08 20:24:54.491504+00:00,20260608_195523,271051573,36.72745333333333,27.69506833333333,0.0,360.0,511.0,8,PositionReport,37.0,WHITE ISLAND,Pleasure Craft,20
5943,2026-06-08 20:24:58.555891+00:00,20260608_195523,667002547,36.44566,28.23196,0.0,143.0,170.0,15,PositionReport,60.0,SEA STAR DIAGORAS,Passenger,20
5964,2026-06-08 20:25:01.453804+00:00,20260608_195523,319105300,36.705666666666666,27.843915,10.6,90.3,90.0,0,PositionReport,37.0,MY ESCAPE,Pleasure Craft,20
5971,2026-06-08 20:25:02.830390+00:00,20260608_195523,341776000,36.451055,28.23675833333333,2.3,54.3,55.0,0,PositionReport,60.0,BLUE SAPPHIRE,Passenger,20
5976,2026-06-08 20:25:04.625567+00:00,20260608_195523,241846000,36.449443333333335,28.23389,2.8,278.0,511.0,5,PositionReport,52.0,CAPTAIN DIMITRIS I,Tug,20
5980,2026-06-08 20:25:05.406339+00:00,20260608_195523,271044329,36.56268,27.62138,8.1,112.5,110.0,0,PositionReport,70.0,KILIC,Cargo,20
5985,2026-06-08 20:25:07.068198+00:00,20260608_195523,240563500,36.61420333333333,27.13933666666667,0.0,318.9,67.0,0,PositionReport,60.0,OLYMPIOS ERMIS,Passenger,20
5999,2026-06-08 20:25:10.353089+00:00,20260608_195523,636024915,36.1892,27.35891,12.0,320.4,318.0,0,PositionReport,70.0,ATLANTIC B,Cargo,20
6001,2026-06-08 20:25:10.799649+00:00,20260608_195523,477238600,36.24162333333334,27.15175833333333,14.0,312.2,314.0,0,PositionReport,79.0,SEAPOWER I,Cargo,20
6002,2026-06-08 20:25:10.894794+00:00,20260608_195523,241886000,36.44966,28.236528333333336,4.6,204.2,21.0,3,PositionReport,52.0,CAPTAIN DIMITRIS V,Tug,20
6006,2026-06-08 20:25:12.403478+00:00,20260608_195523,271005006,36.84898,28.280945,0.0,265.4,511.0,5,PositionReport,69.0,MARMARIS EXPRESS,Passenger,20
6010,2026-06-08 20:25:15.111622+00:00,20260608_195523,511100115,37.02443166666667,27.437686666666664,0.0,58.6,241.0,0,PositionReport,60.0,SEA STAR RHODES,Passenger,20
6022,2026-06-08 20:25:19.146600+00:00,20260608_195523,232054157,36.685915,28.03716,0.0,282.3,26.0,5,PositionReport,37.0,NIMIR,Pleasure Craft,20
6032,2026-06-08 20:25:23.117025+00:00,20260608_195523,305047300,36.77725,26.759605,11.6,165.7,161.0,0,PositionReport,70.0,ADAM CROWN,Cargo,20
6040,2026-06-08 20:25:26.938420+00:00,20260608_195523,256901000,36.539455,26.676098333333336,12.3,131.9,131.0,0,PositionReport,,,Unknown,20
6055,2026-06-08 20:25:33.186579+00:00,20260608_195523,325152200,37.01491833333333,27.450423333333333,0.0,181.3,262.0,5,PositionReport,37.0,PACIFIC PEARL,Pleasure Craft,20
6075,2026-06-08 20:25:39.967383+00:00,20260608_195523,271052890,36.66088666666667,26.77863333333333,13.4,162.1,162.0,0,PositionReport,70.0,MED BEYKOZ,Cargo,20
6078,2026-06-08 20:25:40.658943+00:00,20260608_195523,511101443,37.03214333333334,27.426341666666666,0.0,176.3,511.0,9,PositionReport,60.0,SEA STAR KOS,Passenger,20
6079,2026-06-08 20:25:41.191554+00:00,20260608_195523,538011838,36.64758833333334,27.13631666666667,0.0,256.0,313.0,1,PositionReport,70.0,IRIS I,Cargo,20
6087,2026-06-08 20:25:42.681569+00:00,20260608_195523,271043459,36.826726666666666,28.562563333333333,0.0,69.9,511.0,15,PositionReport,0.0,ADMIRAL,Unknown,20
6117,2026-06-08 20:25:48.069681+00:00,20260608_195523,538010371,36.56869666666667,26.70843166666667,10.0,315.0,315.0,0,PositionReport,80.0,NISSOS SERIFOS,Tanker,20
6119,2026-06-08 20:25:48.473539+00:00,20260608_195523,319160400,36.649605,27.942005,7.8,183.3,180.0,0,PositionReport,37.0,NEXUS,Pleasure Craft,20
6121,2026-06-08 20:25:50.452247+00:00,20260608_195523,273333500,36.476655,28.323386666666668,7.9,295.4,295.0,0,PositionReport,70.0,KAPITAN VORONKOV,Cargo,20
6124,2026-06-08 20:25:51.382469+00:00,20260608_195523,305022400,36.34044666666667,26.901063333333333,9.7,313.5,317.0,0,PositionReport,,,Unknown,20
6136,2026-06-08 20:25:54.587379+00:00,20260608_195523,271051573,36.72745,27.69505666666667,0.0,360.0,511.0,8,PositionReport,37.0,WHITE ISLAND,Pleasure Craft,20
6140,2026-06-08 20:25:55.608835+00:00,20260608_195523,319177600,37.02413333333333,27.436916666666665,0.0,62.8,63.0,5,PositionReport,37.0,STARLUST,Pleasure Craft,20
6148,2026-06-08 20:25:58.206661+00:00,20260608_195523,538072107,36.82240166666666,28.312591666666663,0.0,19.9,323.0,5,PositionReport,37.0,TURK'S,Pleasure Craft,20
6154,2026-06-08 20:25:59.606954+00:00,20260608_195523,319254600,36.680715,27.38248833333333,0.0,239.4,280.0,1,PositionReport,37.0,HERCULES,Pleasure Craft,20
6159,2026-06-08 20:26:01.353503+00:00,20260608_195523,319105300,36.70563833333333,27.84759,10.6,90.7,90.0,0,PositionReport,37.0,MY ESCAPE,Pleasure Craft,20
6165,2026-06-08 20:26:03.013625+00:00,20260608_195523,341776000,36.451638333333335,28.23737833333333,2.9,40.6,43.0,0,PositionReport,60.0,BLUE SAPPHIRE,Passenger,20
6166,2026-06-08 20:26:04.679685+00:00,20260608_195523,271053578,37.03418333333333,27.42771,0.0,360.0,511.0,1,PositionReport,36.0,GITANE,Sailing Yacht,20
6167,2026-06-08 20:26:05.491017+00:00,20260608_195523,271044329,36.561863333333335,27.624016666666662,8.1,112.2,111.0,0,PositionReport,70.0,KILIC,Cargo,20
6182,2026-06-08 20:26:10.852890+00:00,20260608_195523,305022400,36.34099666666667,26.900355,9.7,313.7,317.0,0,PositionReport,,,Unknown,20
6184,2026-06-08 20:26:11.318043+00:00,20260608_195523,538072206,36.76921333333333,28.12754333333333,0.0,360.0,162.0,0,PositionReport,,,Unknown,20
6253,2026-06-08 20:26:31.736847+00:00,20260608_195523,341776000,36.451996666666666,28.23765833333333,3.1,36.3,35.0,0,PositionReport,60.0,BLUE SAPPHIRE,Passenger,20
6263,2026-06-08 20:26:34.935167+00:00,20260608_195523,241846000,36.449755,28.233461666666667,0.6,318.2,511.0,5,PositionReport,52.0,CAPTAIN DIMITRIS I,Tug,20
6281,2026-06-08 20:26:40.640884+00:00,20260608_195523,511101443,37.03213333333333,27.426341666666666,0.0,176.3,511.0,9,PositionReport,60.0,SEA STAR KOS,Passenger,20
6300,2026-06-08 20:26:47.156814+00:00,20260608_195523,1193046,37.03301166666667,27.42881833333333,0.0,0.0,511.0,7,PositionReport,50.0,NAUTICAST,Pilot,20
6306,2026-06-08 20:26:48.270920+00:00,20260608_195523,319160400,36.647421666666666,27.941851666666665,7.7,183.6,180.0,0,PositionReport,37.0,NEXUS,Pleasure Craft,20
6312,2026-06-08 20:26:49.326073+00:00,20260608_195523,636024915,36.19335333333333,27.354585,12.0,320.5,318.0,0,PositionReport,70.0,ATLANTIC B,Cargo,20
6314,2026-06-08 20:26:50.417829+00:00,20260608_195523,273333500,36.47762166666666,28.32092,7.9,295.8,296.0,0,PositionReport,70.0,KAPITAN VORONKOV,Cargo,20
6317,2026-06-08 20:26:51.622649+00:00,20260608_195523,305022400,36.342290000000006,26.898686666666663,9.7,313.1,317.0,0,PositionReport,,,Unknown,20
6322,2026-06-08 20:26:53.124513+00:00,20260608_195523,271001044,37.02888666666667,27.42896,0.1,171.0,511.0,1,PositionReport,37.0,BLACK SEA,Pleasure Craft,20
6327,2026-06-08 20:26:55.719323+00:00,20260608_195523,232057452,37.034535,27.424735,0.0,360.0,511.0,5,PositionReport,98.0,THUNDERBIRD B,Other,20
6337,2026-06-08 20:26:59.886427+00:00,20260608_195523,352003824,37.01482,27.45027,0.0,360.0,254.0,13,PositionReport,37.0,SEVEN,Pleasure Craft,20
6346,2026-06-08 20:27:03.046014+00:00,20260608_195523,341776000,36.452403333333336,28.237926666666667,3.3,30.0,26.0,0,PositionReport,60.0,BLUE SAPPHIRE,Passenger,20
6354,2026-06-08 20:27:05.400294+00:00,20260608_195523,271044329,36.56103666666667,27.626661666666667,8.1,111.5,110.0,0,PositionReport,70.0,KILIC,Cargo,20
6357,2026-06-08 20:27:06.993637+00:00,20260608_195523,240563500,36.614205,27.13932,0.0,318.9,66.0,0,PositionReport,60.0,OLYMPIOS ERMIS,Passenger,20
6368,2026-06-08 20:27:11.179869+00:00,20260608_195523,538072206,36.76923,28.12753,0.0,360.0,162.0,0,PositionReport,,,Unknown,20
6380,2026-06-08 20:27:14.605397+00:00,20260608_195523,511100115,37.02443,27.437673333333333,0.0,58.6,241.0,0,PositionReport,60.0,SEA STAR RHODES,Passenger,20
6392,2026-06-08 20:27:17.403211+00:00,20260608_195523,271002446,37.024715,27.43825,0.0,0.0,511.0,8,PositionReport,60.0,AKCAKOCA,Passenger,20
6395,2026-06-08 20:27:18.896915+00:00,20260608_195523,667002547,36.44567166666666,28.23195,0.0,143.0,170.0,15,PositionReport,60.0,SEA STAR DIAGORAS,Passenger,20
6397,2026-06-08 20:27:19.591748+00:00,20260608_195523,249048000,36.88741,26.711656666666663,18.5,2.9,2.0,0,PositionReport,,,Unknown,20
6400,2026-06-08 20:27:20.476353+00:00,20260608_195523,271002451,36.84889666666666,28.28047,0.0,269.8,511.0,5,PositionReport,60.0,KARTEPE,Passenger,20
6445,2026-06-08 20:27:32.392626+00:00,20260608_195523,271040379,36.85080333333334,28.277548333333336,0.0,165.6,511.0,5,PositionReport,37.0,CIPITOUBA II,Pleasure Craft,20
6465,2026-06-08 20:27:39.147258+00:00,20260608_195523,538072206,36.76922,28.12753,0.0,360.0,162.0,0,PositionReport,,,Unknown,20
6468,2026-06-08 20:27:40.525073+00:00,20260608_195523,271052890,36.653621666666666,26.781436666666664,13.4,162.6,162.0,0,PositionReport,70.0,MED BEYKOZ,Cargo,20
6470,2026-06-08 20:27:40.569565+00:00,20260608_195523,511101443,37.032135,27.426348333333333,0.0,176.3,511.0,9,PositionReport,60.0,SEA STAR KOS,Passenger,20
6477,2026-06-08 20:27:42.573762+00:00,20260608_195523,271043459,36.82672166666667,28.562583333333336,0.0,66.2,511.0,15,PositionReport,0.0,ADMIRAL,Unknown,20
6494,2026-06-08 20:27:45.020629+00:00,20260608_195523,271046339,37.03241,27.428076666666666,0.1,360.0,309.0,0,PositionReport,37.0,QUEEN OF SALMAKIS,Pleasure Craft,20
6498,2026-06-08 20:27:47.125091+00:00,20260608_195523,1193046,37.03301166666667,27.42881833333333,0.0,0.0,511.0,7,PositionReport,50.0,NAUTICAST,Pilot,20
6511,2026-06-08 20:27:51.654205+00:00,20260608_195523,305022400,36.34420333333333,26.89624833333333,9.7,314.5,316.0,0,PositionReport,,,Unknown,20
6513,2026-06-08 20:27:52.009349+00:00,20260608_195523,241886000,36.448141666666665,28.23453333333333,1.7,233.4,231.0,3,PositionReport,52.0,CAPTAIN DIMITRIS V,Tug,20
6524,2026-06-08 20:27:55.027633+00:00,20260608_195523,271051573,36.72745333333333,27.69504833333333,0.0,360.0,511.0,8,PositionReport,37.0,WHITE ISLAND,Pleasure Craft,20
6532,2026-06-08 20:27:57.312299+00:00,20260608_195523,518998972,37.03366666666667,27.42545833333333,0.0,0.0,511.0,5,PositionReport,37.0,ELSEA,Pleasure Craft,20
6538,2026-06-08 20:27:58.261243+00:00,20260608_195523,341776000,36.453195,28.238216666666663,3.3,15.0,8.0,0,PositionReport,60.0,BLUE SAPPHIRE,Passenger,20
6557,2026-06-08 20:28:02.765129+00:00,20260608_195523,271043459,36.82673333333333,28.56259,0.1,57.3,511.0,15,PositionReport,0.0,ADMIRAL,Unknown,20
6562,2026-06-08 20:28:04.601507+00:00,20260608_195523,241846000,36.44882166666666,28.232125,4.9,230.6,511.0,5,PositionReport,52.0,CAPTAIN DIMITRIS I,Tug,20
6564,2026-06-08 20:28:05.421207+00:00,20260608_195523,271044329,36.56017666666666,27.629285,8.1,111.4,110.0,0,PositionReport,70.0,KILIC,Cargo,20
6572,2026-06-08 20:28:06.850446+00:00,20260608_195523,240563500,36.61420833333333,27.139308333333336,0.0,318.9,65.0,0,PositionReport,60.0,OLYMPIOS ERMIS,Passenger,20
6576,2026-06-08 20:28:09.381909+00:00,20260608_195523,636024915,36.19683333333333,27.351026666666662,12.0,320.3,318.0,0,PositionReport,70.0,ATLANTIC B,Cargo,20
6586,2026-06-08 20:28:13.098251+00:00,20260608_195523,319039900,36.45096,28.22680833333333,0.0,81.6,280.0,5,PositionReport,37.0,MEGAN,Pleasure Craft,20
6597,2026-06-08 20:28:17.142510+00:00,20260608_195523,271044079,37.02436,27.438666666666663,0.0,221.4,511.0,15,PositionReport,60.0,M/V ASIM KAPTAN,Passenger,20
6598,2026-06-08 20:28:17.272292+00:00,20260608_195523,271002446,37.02471166666667,27.43826333333333,0.0,0.0,511.0,8,PositionReport,60.0,AKCAKOCA,Passenger,20
6604,2026-06-08 20:28:18.619846+00:00,20260608_195523,273333500,36.47904833333334,28.317321666666665,7.9,296.7,297.0,0,PositionReport,70.0,KAPITAN VORONKOV,Cargo,20
6613,2026-06-08 20:28:21.614525+00:00,20260608_195523,461000204,37.01431333333333,27.45049,0.0,245.6,262.0,5,PositionReport,37.0,WARDA,Pleasure Craft,20
6616,2026-06-08 20:28:22.607267+00:00,20260608_195523,357086000,36.41149666666667,26.806500000000003,11.1,315.8,317.0,0,PositionReport,70.0,AMIS WISDOM II,Cargo,20
6619,2026-06-08 20:28:23.291386+00:00,20260608_195523,305047300,36.76777333333334,26.762505,11.7,168.2,167.0,0,PositionReport,70.0,ADAM CROWN,Cargo,20
6637,2026-06-08 20:28:28.839549+00:00,20260608_195523,477238600,36.25029833333333,27.139958333333333,14.0,312.0,315.0,0,PositionReport,79.0,SEAPOWER I,Cargo,20
6644,2026-06-08 20:28:31.206445+00:00,20260608_195523,249048000,36.89358833333333,26.712045,18.5,3.1,2.0,0,PositionReport,,,Unknown,20
6649,2026-06-08 20:28:33.487656+00:00,20260608_195523,241216000,36.62753333333333,27.837466666666668,0.0,189.0,158.0,0,PositionReport,89.0,NAOUSSA,Tanker,20
6658,2026-06-08 20:28:36.090205+00:00,20260608_195523,341608002,36.344366666666666,28.6606,10.9,106.6,109.0,0,PositionReport,70.0,BON,Cargo,20
6662,2026-06-08 20:28:37.661646+00:00,20260608_195523,271044486,36.81819,28.312003333333333,0.0,278.7,9.0,1,PositionReport,37.0,LA PASSION,Pleasure Craft,20
6663,2026-06-08 20:28:37.995037+00:00,20260608_195523,319160400,36.64345,27.941536666666664,7.7,183.8,180.0,0,PositionReport,37.0,NEXUS,Pleasure Craft,20
6677,2026-06-08 20:28:41.318729+00:00,20260608_195523,271047044,36.674975,26.58633166666667,10.3,312.6,315.0,0,PositionReport,72.0,PARPALI,Cargo,20
6684,2026-06-08 20:28:42.489995+00:00,20260608_195523,271043588,37.028823333333335,27.43756833333333,0.0,226.3,511.0,5,PositionReport,0.0,LOVE BOAT,Unknown,20
6685,2026-06-08 20:28:42.490231+00:00,20260608_195523,241953000,36.407855000000005,28.24670833333333,0.0,242.9,349.0,1,PositionReport,89.0,SEAVEN CREST,Tanker,20
6686,2026-06-08 20:28:42.523829+00:00,20260608_195523,271043459,36.826745,28.56261333333333,0.0,57.8,511.0,15,PositionReport,0.0,ADMIRAL,Unknown,20
6709,2026-06-08 20:28:47.217156+00:00,20260608_195523,538072206,36.76920333333333,28.12752,0.0,360.0,162.0,0,PositionReport,,,Unknown,20
6721,2026-06-08 20:28:53.822286+00:00,20260608_195523,538072107,36.82241166666667,28.312603333333332,0.0,19.9,323.0,5,PositionReport,37.0,TURK'S,Pleasure Craft,20
6734,2026-06-08 20:28:56.754203+00:00,20260608_195523,538010371,36.574855,26.70087,9.9,314.6,315.0,0,PositionReport,80.0,NISSOS SERIFOS,Tanker,20
6739,2026-06-08 20:28:58.529653+00:00,20260608_195523,237176400,36.44524,28.229216666666662,0.0,328.9,84.0,0,PositionReport,,,Unknown,20
6749,2026-06-08 20:29:01.828634+00:00,20260608_195523,518999195,36.81818,28.31099333333333,0.0,322.4,6.0,0,PositionReport,37.0,QUEST R,Pleasure Craft,20
6751,2026-06-08 20:29:02.315729+00:00,20260608_195523,241886000,36.447986666666665,28.234271666666665,0.7,234.7,231.0,3,PositionReport,52.0,CAPTAIN DIMITRIS V,Tug,20
6754,2026-06-08 20:29:03.014361+00:00,20260608_195523,341776000,36.45424833333333,28.23815,3.9,352.3,346.0,0,PositionReport,60.0,BLUE SAPPHIRE,Passenger,20
6759,2026-06-08 20:29:04.697976+00:00,20260608_195523,241846000,36.447725,28.23121666666667,4.8,201.2,511.0,5,PositionReport,52.0,CAPTAIN DIMITRIS I,Tug,20
6763,2026-06-08 20:29:05.316303+00:00,20260608_195523,248446000,37.01416666666667,27.45045333333333,0.0,311.3,264.0,5,PositionReport,37.0,ELEMENTS,Pleasure Craft,20
6781,2026-06-08 20:29:10.930189+00:00,20260608_195523,305022400,36.34665333333333,26.893055,9.7,312.6,316.0,0,PositionReport,,,Unknown,20
6798,2026-06-08 20:29:17.223066+00:00,20260608_195523,271044079,37.02427,27.43861833333333,0.0,225.9,511.0,15,PositionReport,60.0,M/V ASIM KAPTAN,Passenger,20
6805,2026-06-08 20:29:18.871358+00:00,20260608_195523,667002547,36.44566833333333,28.23197333333333,0.0,143.0,170.0,15,PositionReport,60.0,SEA STAR DIAGORAS,Passenger,20
6811,2026-06-08 20:29:22.070730+00:00,20260608_195523,229908000,36.76483333333333,28.122,0.1,50.0,128.0,0,PositionReport,,,Unknown,20
6812,2026-06-08 20:29:22.070940+00:00,20260608_195523,319105300,36.70546,27.85986833333333,10.5,91.0,89.0,0,PositionReport,37.0,MY ESCAPE,Pleasure Craft,20
6816,2026-06-08 20:29:22.955125+00:00,20260608_195523,373178000,37.057495,26.67360833333333,15.1,172.0,172.0,0,PositionReport,,,Unknown,20
6819,2026-06-08 20:29:23.290881+00:00,20260608_195523,305047300,36.76456,26.7632,11.7,170.8,167.0,0,PositionReport,70.0,ADAM CROWN,Cargo,20
6833,2026-06-08 20:29:28.740514+00:00,20260608_195523,477238600,36.25288166666667,27.13638166666667,14.0,312.1,314.0,0,PositionReport,79.0,SEAPOWER I,Cargo,20
6839,2026-06-08 20:29:30.292001+00:00,20260608_195523,273333500,36.48019666666666,28.31442333333333,7.9,296.8,297.0,0,PositionReport,70.0,KAPITAN VORONKOV,Cargo,20
6868,2026-06-08 20:29:40.527167+00:00,20260608_195523,271052890,36.64649166666666,26.784251666666663,13.4,163.0,163.0,0,PositionReport,70.0,MED BEYKOZ,Cargo,20
6872,2026-06-08 20:29:41.209124+00:00,20260608_195523,271047044,36.676946666666666,26.583716666666664,10.4,312.8,315.0,0,PositionReport,72.0,PARPALI,Cargo,20
6876,2026-06-08 20:29:41.842310+00:00,20260608_195523,256003728,37.01580833333333,27.44227833333333,0.0,360.0,511.0,1,PositionReport,37.0,BUCKETLIST10,Pleasure Craft,20
6895,2026-06-08 20:29:44.909632+00:00,20260608_195523,271046339,37.032493333333335,27.428048333333333,0.0,360.0,309.0,0,PositionReport,37.0,QUEEN OF SALMAKIS,Pleasure Craft,20
6904,2026-06-08 20:29:47.753002+00:00,20260608_195523,1193046,37.03301166666667,27.42881833333333,0.0,0.0,511.0,7,PositionReport,50.0,NAUTICAST,Pilot,20
6916,2026-06-08 20:29:50.125064+00:00,20260608_195523,271044344,37.03209666666667,27.427821666666667,0.0,36.0,303.0,5,PositionReport,51.0,KIYEM 6,SAR,20
6920,2026-06-08 20:29:52.027000+00:00,20260608_195523,368188000,37.02581166666666,27.42738166666667,0.1,290.8,156.0,1,PositionReport,37.0,SERENITY,Pleasure Craft,20
6927,2026-06-08 20:29:54.337275+00:00,20260608_195523,232056776,36.61373,27.13921,0.3,360.0,52.0,5,PositionReport,37.0,AIM,Pleasure Craft,20
6929,2026-06-08 20:29:54.746423+00:00,20260608_195523,271051573,36.727446666666665,27.69505666666667,0.0,360.0,511.0,8,PositionReport,37.0,WHITE ISLAND,Pleasure Craft,20
6948,2026-06-08 20:30:01.088319+00:00,20260608_195523,352003824,37.01482333333333,27.450245,0.0,360.0,255.0,13,PositionReport,37.0,SEVEN,Pleasure Craft,20
6957,2026-06-08 20:30:05.072215+00:00,20260608_195523,271053578,37.03418,27.42767333333333,0.0,360.0,511.0,1,PositionReport,36.0,GITANE,Sailing Yacht,20
6967,2026-06-08 20:30:14.833591+00:00,20260608_195523,511100115,37.024456666666666,27.437663333333333,0.0,58.6,241.0,0,PositionReport,60.0,SEA STAR RHODES,Passenger,20
6968,2026-06-08 20:30:15.078226+00:00,20260608_195523,271044329,36.55828,27.634835,8.1,113.2,111.0,0,PositionReport,70.0,KILIC,Cargo,20
6985,2026-06-08 20:30:22.020893+00:00,20260608_195523,305022400,36.34887333333334,26.89015833333333,9.7,314.2,316.0,0,PositionReport,,,Unknown,20
6988,2026-06-08 20:30:23.029618+00:00,20260608_195523,373178000,37.05334333333334,26.67434833333333,15.1,171.9,173.0,0,PositionReport,,,Unknown,20
6989,2026-06-08 20:30:23.546152+00:00,20260608_195523,305047300,36.76135666666666,26.76392666666667,11.6,169.0,164.0,0,PositionReport,70.0,ADAM CROWN,Cargo,20
7000,2026-06-08 20:30:25.829764+00:00,20260608_195523,271002446,37.02470166666667,27.43825,0.1,0.0,511.0,8,PositionReport,60.0,AKCAKOCA,Passenger,20
7011,2026-06-08 20:30:28.831454+00:00,20260608_195523,477238600,36.255478333333336,27.132805,13.9,312.1,313.0,0,PositionReport,79.0,SEAPOWER I,Cargo,20
7016,2026-06-08 20:30:31.210676+00:00,20260608_195523,319105300,36.705375,27.86409,10.6,92.0,89.0,0,PositionReport,37.0,MY ESCAPE,Pleasure Craft,20
7030,2026-06-08 20:30:37.673958+00:00,20260608_195523,249048000,36.90441166666667,26.71278,18.5,3.3,2.0,0,PositionReport,,,Unknown,20
7031,2026-06-08 20:30:37.777383+00:00,20260608_195523,319160400,36.63912166666667,27.941591666666667,7.7,173.8,169.0,0,PositionReport,37.0,NEXUS,Pleasure Craft,20
7032,2026-06-08 20:30:37.953629+00:00,20260608_195523,248548000,36.66384,28.04104,0.0,360.0,17.0,1,PositionReport,36.0,ROXANE,Sailing Yacht,20
7035,2026-06-08 20:30:38.171614+00:00,20260608_195523,273363000,36.95073,27.2215,7.3,291.2,295.0,0,PositionReport,,,Unknown,20
7043,2026-06-08 20:30:40.668827+00:00,20260608_195523,229908000,36.764898333333335,28.122001666666662,0.0,316.0,128.0,0,PositionReport,,,Unknown,20
7066,2026-06-08 20:30:47.602340+00:00,20260608_195523,341608002,36.34248333333333,28.668466666666667,10.9,105.7,109.0,0,PositionReport,70.0,BON,Cargo,20
7082,2026-06-08 20:30:54.151820+00:00,20260608_195523,271053537,37.01289,27.450395,0.0,360.0,511.0,1,PositionReport,37.0,ILLUSION 2,Pleasure Craft,20
7087,2026-06-08 20:30:54.886665+00:00,20260608_195523,271051573,36.72746333333334,27.69503166666667,0.0,360.0,511.0,8,PositionReport,37.0,WHITE ISLAND,Pleasure Craft,20
7095,2026-06-08 20:30:57.398183+00:00,20260608_195523,518998972,37.033676666666665,27.42547833333333,0.0,0.0,511.0,5,PositionReport,37.0,ELSEA,Pleasure Craft,20
7128,2026-06-08 20:31:08.625513+00:00,20260608_195523,237176400,36.44529,28.22921333333333,0.0,328.9,84.0,0,PositionReport,,,Unknown,20
7129,2026-06-08 20:31:08.776937+00:00,20260608_195523,271052890,36.641215,26.786256666666667,13.4,162.4,162.0,0,PositionReport,70.0,MED BEYKOZ,Cargo,20
7132,2026-06-08 20:31:09.530256+00:00,20260608_195523,271005006,36.84899666666667,28.28095,0.0,265.4,511.0,5,PositionReport,69.0,MARMARIS EXPRESS,Passenger,20
7147,2026-06-08 20:31:13.677393+00:00,20260608_195523,341776000,36.45657666666667,28.236441666666668,5.4,320.4,315.0,0,PositionReport,60.0,BLUE SAPPHIRE,Passenger,20
7151,2026-06-08 20:31:14.735949+00:00,20260608_195523,511100115,37.024438333333336,27.437685,0.0,58.6,241.0,0,PositionReport,60.0,SEA STAR RHODES,Passenger,20
7159,2026-06-08 20:31:17.135050+00:00,20260608_195523,271044079,37.02433166666666,27.438625,0.0,233.5,511.0,15,PositionReport,60.0,M/V ASIM KAPTAN,Passenger,20
